,Entry,Entry name,Status,Protein names,Gene,Organism,Length,Gene16,PP,gene
822,Q88HR9,Q88HR9_PSEPK,unreviewed,Enoyl-CoA hydratase-isomerase (EC 4.2.1.17),paaF PP_3284,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),257,paaF,PP_3284,paaF
142,Q88HR8,Q88HR8_PSEPK,unreviewed,Detoxifying thioesterase of the phenylacetate degradation pathway,paaY PP_3285,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),199,paaY,PP_3285,paaY
4115,Q88HR7,Q88HR7_PSEPK,unreviewed,DNA-binding transcriptional repressor PaaX(Phenylacetyl-CoA),paaX PP_3286,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),307,paaX,PP_3286,paaX
1511,Q88HR6,Q88HR6_PSEPK,unreviewed,Transcriptional regulator with 4Fe-4S cluster Crp/Fnr family,fnrC PP_3287,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),265,fnrC,PP_3287,fnrC
2007,Q88HR5,Q88HR5_PSEPK,unreviewed,Universal stress protein family,PP_3288,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),308,PP_3288,PP_3288,PP_3288
1729,Q88HR4,Q88HR4_PSEPK,unreviewed,"Acetyltransferase, GNAT family",PP_3289,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),182,PP_3289,PP_3289,PP_3289
781,Q88HR3,Q88HR3_PSEPK,unreviewed,Universal stress protein family,PP_3290,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),308,PP_3290,PP_3290,PP_3290
2731,Q88HR2,Q88HR2_PSEPK,unreviewed,Metallo-beta-lactamase family protein,PP_3291,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),455,PP_3291,PP_3291,PP_3291
4198,Q88HR1,Q88HR1_PSEPK,unreviewed,Uncharacterized protein,PP_3292,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),214,PP_3292,PP_3292,PP_3292
3757,Q88HR0,Q88HR0_PSEPK,unreviewed,Ion_trans_2 domain-containing protein,PP_3293,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),141,PP_3293,PP_3293,PP_3293
2280,Q88HQ9,Q88HQ9_PSEPK,unreviewed,Universal stress protein family,PP_3294,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),296,PP_3294,PP_3294,PP_3294
593,Q88HQ8,Q88HQ8_PSEPK,unreviewed,YeeE/YedE family protein,PP_3295,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),159,PP_3295,PP_3295,PP_3295
4762,Q88HQ7,Q88HQ7_PSEPK,unreviewed,Putative transporter,PP_3296,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),144,PP_3296,PP_3296,PP_3296
4592,Q88HQ6,Q88HQ6_PSEPK,unreviewed,Uncharacterized protein,PP_3297,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),176,PP_3297,PP_3297,PP_3297
494,Q88HQ5,Q88HQ5_PSEPK,unreviewed,CinA domain protein,PP_3298,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),167,PP_3298,PP_3298,PP_3298
1274,Q88HQ4,Q88HQ4_PSEPK,unreviewed,Outer membrane lipoprotein,PP_3299,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),487,PP_3299,PP_3299,PP_3299
1102,Q88HQ3,Q88HQ3_PSEPK,unreviewed,"Transcriptional regulator, tetR family",PP_3300,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),204,PP_3300,PP_3300,PP_3300
3750,Q88HQ2,Q88HQ2_PSEPK,unreviewed,RND efflux membrane fusion protein,PP_3301,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),367,PP_3301,PP_3301,PP_3301
493,Q88HQ1,Q88HQ1_PSEPK,unreviewed,RND efflux transporter,PP_3302,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1030,PP_3302,PP_3302,PP_3302
4174,Q88HQ0,Q88HQ0_PSEPK,unreviewed,3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179),PP_3303,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),437,PP_3303,PP_3303,PP_3303
3193,Q88HP9,Q88HP9_PSEPK,unreviewed,Bcr/CflA family efflux transporter,PP_3304,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),412,PP_3304,PP_3304,PP_3304
2469,Q88HP8,Q88HP8_PSEPK,unreviewed,"Membrane protein, TerC family",PP_3305,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),327,PP_3305,PP_3305,PP_3305
1192,Q88HP7,Q88HP7_PSEPK,unreviewed,Uncharacterized protein,PP_3306,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),68,PP_3306,PP_3306,PP_3306
804,Q88HP6,Q88HP6_PSEPK,unreviewed,Uncharacterized protein,PP_3307,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),126,PP_3307,PP_3307,PP_3307
157,Q88HP5,Q88HP5_PSEPK,unreviewed,"Promiscuous aromatic aldehyde dehydrogenase, 2Fe-2S subunit (EC 1.2.99.7)",paoA PP_3308,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),175,paoA,PP_3308,paoA
4300,Q88HP4,Q88HP4_PSEPK,unreviewed,"Promiscuous aromatic aldehyde dehydrogenase, FAD-binding subunit (EC 1.2.99.7)",paoB PP_3309,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),333,paoB,PP_3309,paoB
3076,Q88HP3,Q88HP3_PSEPK,unreviewed,"Promiscuous aromatic aldehyde dehydrogenase, molybdopterin-binding subunit (EC 1.2.99.7)",paoC PP_3310,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),738,paoC,PP_3310,paoC
4745,Q88HP2,Q88HP2_PSEPK,unreviewed,Glutathione-regulated potassium/H+ antiporter,kefB-II PP_3311,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),581,kefB-II,PP_3311,kefB-II
158,Q88HP1,Q88HP1_PSEPK,unreviewed,Putative Heat shock protein,PP_3312,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),129,PP_3312,PP_3312,PP_3312
2588,Q88HP0,Q88HP0_PSEPK,unreviewed,Putative Heat shock protein,PP_3313,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),123,PP_3313,PP_3313,PP_3313
4404,Q88HN9,Q88HN9_PSEPK,unreviewed,"Heat shock protein, HSP20 family",PP_3314,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),151,PP_3314,PP_3314,PP_3314
2132,Q88HN8,Q88HN8_PSEPK,unreviewed,Uncharacterized protein,PP_3315,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),156,PP_3315,PP_3315,PP_3315
605,Q88HN7,Q88HN7_PSEPK,unreviewed,Putative Chaperone-associated ATPase,PP_3316,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),940,PP_3316,PP_3316,PP_3316
579,Q88HN6,Q88HN6_PSEPK,unreviewed,Uncharacterized protein,PP_3317,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),41,PP_3317,PP_3317,PP_3317
2304,Q88HN5,Q88HN5_PSEPK,unreviewed,Uncharacterized protein,PP_3318,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),80,PP_3318,PP_3318,PP_3318
3057,Q88HN4,Q88HN4_PSEPK,unreviewed,Sensory box protein/GGDEF domain protein,PP_3319,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),733,PP_3319,PP_3319,PP_3319
4613,Q88HN3,Q88HN3_PSEPK,unreviewed,Uncharacterized protein,PP_3320,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),55,PP_3320,PP_3320,PP_3320
516,Q88HN2,Q88HN2_PSEPK,unreviewed,DUF4440 domain-containing protein,PP_3321,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),170,PP_3321,PP_3321,PP_3321
3409,Q88HN1,Q88HN1_PSEPK,unreviewed,Delta-aminolevulinic acid dehydratase (EC 4.2.1.24),hemBB PP_3322,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),333,hemBB,PP_3322,hemBB
1459,Q88HN0,Q88HN0_PSEPK,unreviewed,CobW/P47K family protein,PP_3323,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),203,PP_3323,PP_3323,PP_3323
5318,Q88HM9,GCH4_PSEPK,reviewed,GTP cyclohydrolase FolE2 (EC 3.5.4.16),folE2 PP_3324,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),314,folEB,PP_3324,folE2 
4357,Q88HM8,Q88HM8_PSEPK,unreviewed,Putative Outer membrane ferric siderophore receptor,PP_3325,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),696,PP_3325,PP_3325,PP_3325
3341,Q88HM7,Q88HM7_PSEPK,unreviewed,Uncharacterized protein,PP_3326,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),240,PP_3326,PP_3326,PP_3326
3393,Q88HM6,Q88HM6_PSEPK,unreviewed,Putative Ring-cleaving dioxygenase,PP_3328,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),137,PP_3328,PP_3328,PP_3328
2691,Q88HM5,Q88HM5_PSEPK,unreviewed,Uncharacterized protein,PP_3329,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),429,PP_3329,PP_3329,PP_3329
2089,Q88HM4,Q88HM4_PSEPK,unreviewed,Putative Outer membrane ferric siderophore receptor,PP_3330,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),728,PP_3330,PP_3330,PP_3330
2557,Q88HM3,Q88HM3_PSEPK,unreviewed,Uncharacterized protein,PP_3331,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),497,PP_3331,PP_3331,PP_3331
4839,Q88HM2,Q88HM2_PSEPK,unreviewed,Putative cytochrome c-type protein,PP_3332,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),96,PP_3332,PP_3332,PP_3332
1388,A0A140FWE9,A0A140FWE9_PSEPK,unreviewed,Uncharacterized protein,PP_3333,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),126,PP_3333,PP_3333,PP_3333
1327,Q88HM1,Q88HM1_PSEPK,unreviewed,Uncharacterized protein,PP_3335,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),200,PP_3335,PP_3335,PP_3335
4420,Q88HM0,Q88HM0_PSEPK,unreviewed,Uncharacterized protein,PP_3336,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),150,PP_3336,PP_3336,PP_3336
901,Q88HL9,Q88HL9_PSEPK,unreviewed,Uncharacterized protein,PP_3337,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),131,PP_3337,PP_3337,PP_3337
4787,Q88HL8,Q88HL8_PSEPK,unreviewed,Putative cytochrome bd-type quinol oxidase,PP_3338,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),120,PP_3338,PP_3338,PP_3338
1434,Q88HL7,Q88HL7_PSEPK,unreviewed,Uncharacterized protein,PP_3339,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),135,PP_3339,PP_3339,PP_3339
2130,Q88HL6,Q88HL6_PSEPK,unreviewed,Putative TonB-dependent receptor,PP_3340,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),683,PP_3340,PP_3340,PP_3340
4910,Q88HL5,NIKR_PSEPK,reviewed,Putative nickel-responsive regulator,PP_3341,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),138,nikR,PP_3341,nikR
51,Q88HL4,Q88HL4_PSEPK,unreviewed,Nickel ABC transporter periplasmic binding protein (EC 3.6.3.24),nikA PP_3342,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),524,nikA,PP_3342,nikA
1080,Q88HL3,Q88HL3_PSEPK,unreviewed,Nickel ABC transporter permease subunit (EC 3.6.3.24),nikB PP_3343,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),313,nikB,PP_3343,nikB
2452,Q88HL2,Q88HL2_PSEPK,unreviewed,Nickel ABC transporter permease subunit (EC 3.6.3.24),nikC PP_3344,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),281,nikC,PP_3344,nikC
5485,Q88HL1,NIKD_PSEPK,reviewed,Nickel import ATP-binding protein NikD (EC 7.2.2.11),nikD PP_3345,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),256,nikD,PP_3345,nikD
5510,Q88HL0,NIKE_PSEPK,reviewed,Nickel import ATP-binding protein NikE (EC 7.2.2.11),nikE PP_3346,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),273,nikE,PP_3346,nikE
3657,Q88HK8,Q88HK8_PSEPK,unreviewed,GGDEF domain protein,PP_3348,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),381,PP_3348,PP_3348,PP_3348
626,Q88HK7,Q88HK7_PSEPK,unreviewed,3-hydroxyphenylpropionate / 3-hydroxycinnamate:H+ symporter,mhpT PP_3349,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),413,mhpT,PP_3349,mhpT
3116,Q88HK6,Q88HK6_PSEPK,unreviewed,Alginate_exp domain-containing protein,PP_3350,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),463,PP_3350,PP_3350,PP_3350
533,Q88HK4,Q88HK4_PSEPK,unreviewed,Arylsulfatase (EC 3.1.6.1),atsA PP_3352,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),554,atsA,PP_3352,atsA
4433,Q88HK3,Q88HK3_PSEPK,unreviewed,Putative sulfatase-modifying factor (C-alpha-formyglycine-generating enzyme),PP_3353,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),341,PP_3353,PP_3353,PP_3353
2819,Q88HK2,Q88HK2_PSEPK,unreviewed,"Putative Acyl-CoA dehydrogenase, ferrulic acid biotransformation protein",PP_3354,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),584,PP_3354,PP_3354,PP_3354
4330,Q88HK1,Q88HK1_PSEPK,unreviewed,Beta-ketothiolase,PP_3355,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),396,PP_3355,PP_3355,PP_3355
4159,Q88HK0,Q88HK0_PSEPK,unreviewed,Feruloyl-CoA-synthetase (EC 6.2.1.34),fcs PP_3356,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),627,fcs,PP_3356,fcs
1228,Q88HJ9,Q88HJ9_PSEPK,unreviewed,Vanillin dehydrogenase (EC 1.2.1.67),vdh PP_3357,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),482,vdh,PP_3357,vdh
3932,Q88HJ8,Q88HJ8_PSEPK,unreviewed,Hydroxycinnamoyl-CoA hydratase-lyase (EC 4.1.2.41) (EC 4.2.1.101),PP_3358,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),276,PP_3358,PP_3358,PP_3358
4306,Q88HJ7,Q88HJ7_PSEPK,unreviewed,Putative Hydroxycinnamic acid degradation regulator,PP_3359,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),156,PP_3359,PP_3359,PP_3359
711,Q88HJ6,Q88HJ6_PSEPK,unreviewed,Uncharacterized protein,PP_3360,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),374,PP_3360,PP_3360,PP_3360
688,Q88HJ5,Q88HJ5_PSEPK,unreviewed,Putative aminotransferase (EC 2.6.1.-),PP_3361,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1015,PP_3361,PP_3361,PP_3361
1683,Q88HJ4,Q88HJ4_PSEPK,unreviewed,"Transcriptional regulator, AsnC family",PP_3362,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),146,PP_3362,PP_3362,PP_3362
2792,Q88HJ3,Q88HJ3_PSEPK,unreviewed,Putative thymidylate kinase (EC 2.7.4.9),PP_3363,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),205,PP_3363,PP_3363,PP_3363
3897,Q88HJ2,Q88HJ2_PSEPK,unreviewed,Response regulator,PP_3364,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),847,PP_3364,PP_3364,PP_3364
4730,Q877U6,Q877U6_PSEPK,unreviewed,Acetolactate synthase,PP_1157 PP_3365,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),547,PP_3365,PP_3365,PP_3365
3777,Q88HJ1,Q88HJ1_PSEPK,unreviewed,"Transcriptional regulator, LysR family",PP_3366,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),293,PP_3366,PP_3366,PP_3366
666,Q88HJ0,Q88HJ0_PSEPK,unreviewed,Hydrolase_4 domain-containing protein,PP_3367,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),219,PP_3367,PP_3367,PP_3367
1995,Q88HI9,Q88HI9_PSEPK,unreviewed,Major facilitator family transporter,PP_3368,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),394,PP_3368,PP_3368,PP_3368
2593,Q88HI8,Q88HI8_PSEPK,unreviewed,"Transcriptional regulator, LysR family",PP_3369,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),283,PP_3369,PP_3369,PP_3369
4020,Q88HI7,Q88HI7_PSEPK,unreviewed,2-carboxybenzaldehyde reductase,yajO PP_3370,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),331,yajO,PP_3370,yajO
1758,Q88HI6,Q88HI6_PSEPK,unreviewed,Histidine kinase (EC 2.7.13.3),PP_3371,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),419,PP_3371,PP_3371,PP_3371
4332,Q88HI5,Q88HI5_PSEPK,unreviewed,CpxR-Pasp DNA-binding transcriptional two-component system regulator,cpxR PP_3372,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),233,cpxR,PP_3372,cpxR
3824,Q88HI4,Q88HI4_PSEPK,unreviewed,Outer membrane protein assembly factor BamA,bamA bamA-II PP_3373,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),787,bamA-II,PP_3373,bamA-II
4409,Q88HI3,Q88HI3_PSEPK,unreviewed,Uncharacterized protein,PP_3374,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),127,PP_3374,PP_3374,PP_3374
3323,Q88HI2,Q88HI2_PSEPK,unreviewed,Endonuclease I,endA PP_3375,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),321,endA,PP_3375,endA
3680,Q88HI1,Q88HI1_PSEPK,unreviewed,Putative phosphonate dehydrogenase (EC 1.20.1.1),ptxD PP_3376,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),320,ptxD,PP_3376,ptxD
3097,Q88HI0,Q88HI0_PSEPK,unreviewed,"2-ketogluconate transporter, putative",kguT PP_3377,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),430,kguT,PP_3377,kguT
1836,Q88HH9,Q88HH9_PSEPK,unreviewed,Putative 2-ketogluconokinase (EC 2.7.1.13),kguK PP_3378,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),316,kguK,PP_3378,kguK
1197,Q88HH8,Q88HH8_PSEPK,unreviewed,Putative epimerase (EC 1.1.1.43),kguE PP_3379,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),259,kguE,PP_3379,kguE
3580,Q88HH7,Q88HH7_PSEPK,unreviewed,2-ketogluconate utilization repressor,ptxS PP_3380,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),339,ptxS,PP_3380,ptxS
2332,Q88HH6,Q88HH6_PSEPK,unreviewed,Gluconate 2-dehydrogenase cytochrome c subunit (EC 1.1.99.3),PP_3382,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),417,PP_3382,PP_3382,PP_3382
1383,Q88HH5,Q88HH5_PSEPK,unreviewed,Gluconate 2-dehydrogenase flavoprotein subunit (EC 1.1.99.3),PP_3383,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),594,PP_3383,PP_3383,PP_3383
1710,Q88HH4,Q88HH4_PSEPK,unreviewed,Gluconate 2-dehydrogenase gamma subunit (EC 1.1.99.3),PP_3384,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),246,PP_3384,PP_3384,PP_3384
2447,Q88HH3,Q88HH3_PSEPK,unreviewed,DotU domain-containing protein,PP_3385,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),282,PP_3385,PP_3385,PP_3385
2393,Q88HH2,Q88HH2_PSEPK,unreviewed,Type 6 secretion system protein,vgrG-II PP_3386,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),725,vgrG-II,PP_3386,vgrG-II
4107,Q88HH1,Q88HH1_PSEPK,unreviewed,DUF4123 domain-containing protein,PP_3387,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),292,PP_3387,PP_3387,PP_3387
1657,Q88HH0,Q88HH0_PSEPK,unreviewed,Uncharacterized protein,PP_3388,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),890,PP_3388,PP_3388,PP_3388
3058,Q88HG9,Q88HG9_PSEPK,unreviewed,Uncharacterized protein,PP_3389,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),385,PP_3389,PP_3389,PP_3389
661,Q88HG8,Q88HG8_PSEPK,unreviewed,Putative Porin,PP_3390,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),426,PP_3390,PP_3390,PP_3390
3272,Q88HG7,Q88HG7_PSEPK,unreviewed,Putative Tartrate MFS transporter,PP_3391,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),438,PP_3391,PP_3391,PP_3391
2376,Q88HG6,Q88HG6_PSEPK,unreviewed,Uncharacterized protein,PP_3392,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),174,PP_3392,PP_3392,PP_3392
2123,Q88HG5,Q88HG5_PSEPK,unreviewed,CAIB/BAIF family protein,PP_3393,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),396,PP_3393,PP_3393,PP_3393
3296,Q88HG4,Q88HG4_PSEPK,unreviewed,Putative 3-hydroxy-3-methylglutaryl-CoA lyase,PP_3394,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),309,PP_3394,PP_3394,PP_3394
150,Q88HG3,Q88HG3_PSEPK,unreviewed,"Transcriptional regulator, LysR family",PP_3395,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),321,PP_3395,PP_3395,PP_3395
3017,Q88HG2,Q88HG2_PSEPK,unreviewed,Uncharacterized protein,PP_3396,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),442,PP_3396,PP_3396,PP_3396
1352,Q88HG1,Q88HG1_PSEPK,unreviewed,Uncharacterized protein,PP_3397,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),755,PP_3397,PP_3397,PP_3397
522,Q88HG0,Q88HG0_PSEPK,unreviewed,Putative Curli fiber surface-exposed nucleator CsgB,PP_3398,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),157,PP_3398,PP_3398,PP_3398
2330,A0A140FWF1,A0A140FWF1_PSEPK,unreviewed,"Minor curlin subunit CsgB, nucleation component of curlin monomers",PP_3399,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),481,PP_3399,PP_3399,PP_3399
692,Q88HF9,Q88HF9_PSEPK,unreviewed,Alpha-ketoglutarate-and Fe(II)-dependent dioxygenase (EC 1.14.11.33),alkB PP_3400,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),215,alkB,PP_3400,alkB
1765,Q88HF8,Q88HF8_PSEPK,unreviewed,Uncharacterized protein,PP_3401,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),95,PP_3401,PP_3401,PP_3401
1515,Q88HF7,Q88HF7_PSEPK,unreviewed,Uncharacterized protein,PP_3402,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),131,PP_3402,PP_3402,PP_3402
967,Q88HF6,Q88HF6_PSEPK,unreviewed,"Putative Quercetin 2,3-dioxygenase (EC 1.13.11.24)",PP_3403,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),295,PP_3403,PP_3403,PP_3403
1448,Q88HF5,Q88HF5_PSEPK,unreviewed,AB hydrolase-1 domain-containing protein,PP_3404,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),290,PP_3404,PP_3404,PP_3404
4204,Q88HF4,Q88HF4_PSEPK,unreviewed,Uncharacterized protein,PP_3405,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),209,PP_3405,PP_3405,PP_3405
938,Q88HF3,Q88HF3_PSEPK,unreviewed,"Acetyltransferase, GNAT family",PP_3406,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),159,PP_3406,PP_3406,PP_3406
